,mean
train_ce,2.1689186
val_ce,3.908352
train_ppl,8.748817951616058
val_ppl,49.8167862237296
mean_bleu,0.08201289999999999
var_bleu,0.0007189666666666668
gpt2_ppl,279.1261
selfbleu,0.5893738666666667
